FIPS,SES,pm25
27099,Q3,6.04977722112557
27101,Q1,5.25984982620242
27103,Q1,6.13478377130538
27105,Q3,5.32224364438896
27109,Q1,6.43472706288599
27111,Q1,4.92617789177552
27115,Q2,4.76763989583747
27119,Q2,4.6472724562627
27123,Q4,7.48692891873742
27127,Q2,5.66293718287777
27129,Q1,5.80115372242131
27131,Q2,6.54521529924651
27135,Q1,3.89478261951563
27137,Q2,4.58186377079449
27139,Q1,6.9097905611507
27141,Q1,6.61460361974625
27145,Q2,6.19434379130942
27147,Q1,6.27760226927917
27149,Q1,5.22812348482701
27153,Q2,5.17275141080437
27155,Q1,4.97374288494178
27161,Q1,6.1451350341511
27163,Q1,6.95289461034544
27169,Q2,6.04511172938896
27171,Q1,6.79721380138935
28001,Q5,5.88072437752935
28003,Q4,6.5479377132312
28005,Q5,5.88139941474197
28007,Q5,6.04007649915855
28011,Q5,6.99709512322188
28013,Q5,6.15863927741677
28015,Q5,6.22373520175128
28017,Q5,6.47469217186741
28025,Q5,6.79566045185902
28027,Q5,7.07768827834321
28029,Q5,6.24722473248579
28031,Q5,6.38557686508488
28033,Q3,7.17802132639488
28035,Q5,6.37287359695457
28039,Q3,6.22431238145128
28041,Q4,5.92946069587428
28043,Q5,6.31602635682356
28045,Q4,5.68821543447671
28047,Q5,6.07166657939779
28049,Q5,6.86608069035413
28055,Q5,6.55698446853684
28057,Q3,6.5974432749978
28059,Q4,6.16055318508892
28061,Q5,6.26092058466947
28067,Q5,6.46413870721991
28069,Q5,6.13993180654604
28071,Q4,6.26864054474711
28073,Q4,6.2301978396522
28075,Q5,6.35576280134754
28077,Q5,6.24774745336586
28081,Q5,6.76714516514751
28083,Q5,6.63833650808258
28085,Q5,6.08287679921756
28087,Q5,6.76783046609006
28089,Q4,6.80590585443148
28091,Q5,6.14911246147577
28093,Q5,6.44755836093178
28095,Q5,6.66745818189671
28099,Q5,6.44216969615452
28101,Q4,6.41089665555182
28105,Q5,6.53676919048978
28107,Q5,6.49801846748802
28109,Q4,6.0004846780552
28113,Q5,6.27692664019961
28115,Q4,6.57219368811664
28117,Q5,6.60738321891751
28119,Q5,6.77285030482474
28121,Q3,6.73248759961423
28123,Q5,6.39634957053835
28127,Q5,6.3535091551726
28133,Q5,6.95483183220926
28137,Q4,6.7638093738084
28139,Q5,6.43760162100436
28145,Q5,6.52657882291372
28149,Q5,6.25575115656365
28151,Q5,6.85950683541273
28153,Q5,6.0351390022065
28157,Q5,5.84881040645179
28163,Q5,6.59518590342729
29001,Q3,6.02562856954845
29003,Q1,6.50845918420183
29007,Q3,6.41786115404752
29009,Q3,6.31207173879909
29011,Q3,6.76455089486239
29013,Q3,6.84651363043818
29015,Q2,6.1510115897187
29017,Q3,6.79106553355673
29019,Q3,6.69047666818025
29021,Q3,6.77349781065036
29023,Q5,6.80788554869369
29027,Q2,6.55151369243408
29029,Q1,6.01085004605935
29031,Q3,7.34216069196986
29037,Q1,7.5472623240749
29041,Q1,6.28612041311893
29043,Q2,6.65207581059775
29047,Q1,7.60394763216813
29051,Q2,6.61493229311693
29055,Q3,5.89071189505672
29061,Q2,6.18427061045442
29063,Q1,6.63258155356944
29069,Q5,7.3223339256144
29071,Q2,6.99113394427791
29077,Q3,6.98977223867757
29083,Q3,6.47774424152851
29089,Q3,6.4768910330121
29091,Q4,5.88171850098967
29095,Q4,7.7055438380722
29097,Q4,7.07854809007853
29099,Q2,7.53342816821446
29101,Q2,6.94955714443198
29103,Q2,6.14187940073878
29105,Q3,5.82845138197627
29107,Q2,6.96979010011253
29109,Q4,6.52392988691887
29113,Q2,7.35906665883752
29117,Q4,6.15995198385602
29125,Q2,6.01865331749725
29127,Q4,6.55599598179929
29131,Q3,6.18586745002109
29133,Q5,7.4218834595692
29135,Q2,6.46106813534586
29137,Q2,6.3132263031422
29145,Q3,6.86975444167118
29147,Q2,5.9827524500055
29153,Q2,5.59766412569632
29157,Q1,7.03332274628712
29159,Q3,6.50777920409271
29161,Q3,5.81632041011488
29163,Q3,6.5519182638751
29165,Q1,7.74188075402066
29167,Q4,6.50395585608017
29169,Q3,5.7342345092119
29175,Q4,6.47137064333453
29177,Q1,6.95078378657636
29181,Q5,6.23951376794525
29183,Q1,7.92248727200295
29187,Q4,6.43284929367106
29189,Q3,8.07186781548297
29195,Q4,6.47883336220157
29201,Q4,7.54788914237865
29203,Q5,5.69960144902989
29207,Q4,7.3546670032221
29209,Q2,6.18052605208427
29211,Q4,5.83371017573679
29213,Q3,5.98768712962472
29215,Q4,5.73144773386445
29219,Q2,7.15461137400825
29221,Q4,6.15295536154665
29223,Q4,6.22886200155297
29225,Q3,6.28607635818723
29510,Q5,8.17318094589306
30001,Q2,2.40413255290096
30013,Q3,2.94820721803072
30015,Q4,2.9045088459446
30029,Q2,2.96450370189556
30031,Q2,3.06299464836974
30047,Q4,2.60424966015327
30049,Q1,2.66381933671337
30053,Q3,2.55734652264274
30061,Q3,2.47514324452089
30063,Q3,2.77389009635675
30069,Q3,2.6227705270951
30081,Q2,2.71502977252874
30091,Q1,3.43967137065965
30093,Q3,2.58232539221836
30095,Q1,2.80961789414867
30101,Q2,2.85240868897065
30103,Q1,3.07480979074369
30109,Q1,3.27298924058105
30111,Q2,3.92613902782661
31001,Q2,5.36710930590608
31003,Q2,4.80703112533067
31019,Q2,4.89950191858161
31025,Q1,6.43421767331021
31047,Q3,4.39944064208242
31051,Q1,5.58856641860743
31053,Q3,6.11345909401897
31055,Q3,6.64912921310815
31067,Q2,5.99752056724535
31079,Q2,5.24052949973368
31091,Q1,3.31560207453274
31095,Q1,5.94345854459826
31097,Q2,5.92812140586011
31103,Q2,3.81076990511441
31109,Q2,6.23796404349377
31111,Q2,4.0159516744606
31119,Q2,5.2838449265471
31125,Q1,5.15734184162617
31129,Q2,5.55058277601467
31137,Q1,4.73017230826611
31141,Q1,5.5199797187026
31145,Q1,4.22002560891492
31151,Q1,5.84441513672343
31153,Q1,6.78175555534682
31157,Q3,3.64510731683413
31161,Q3,3.21903086524446
31167,Q1,5.4188857967165
31177,Q1,6.33129420352396
31179,Q2,5.40759021302107
31185,Q1,5.60457519605605
32001,Q2,2.8546560981118
32003,Q3,3.369125925745
32005,Q1,3.04198823234255
32007,Q1,2.29441643019533
32009,Q1,2.24442530725542
32021,Q3,2.42314888729317
32031,Q3,3.44695660578321
32510,Q4,3.22192121874589
33001,Q1,4.83406568743708
33003,Q1,4.38574111657207
33005,Q1,5.1799947828717
33007,Q2,4.01281651275431
33009,Q1,4.51796241944767
33011,Q1,6.02111624342108
33013,Q1,5.33139105595285
33015,Q1,6.23142891504475
33017,Q2,5.40705469520469
33019,Q2,4.88003092177524
34001,Q3,6.51538280303101
34003,Q1,7.50290188447447
34005,Q1,8.05604115131736
34007,Q4,8.2082423873293
34009,Q1,6.66884928685009
34011,Q5,7.21898752972574
34013,Q5,7.56485389102844
34015,Q1,8.14754237912166
34017,Q5,8.01368549992328
34019,Q1,7.50306226031827
34021,Q3,7.74274663730663
34023,Q1,7.54125057251807
34025,Q1,7.40111306299496
34027,Q1,6.94308646909106
34029,Q1,6.93461304238754
34031,Q5,7.25310166157442
34033,Q3,7.94625419644979
34035,Q1,7.38659963782679
34037,Q1,6.46301318053536
34039,Q3,7.70572327770416
34041,Q1,7.20995097769954
35001,Q4,6.03004970294562
35003,Q1,2.53896404026376
35005,Q5,3.91828317116314
35006,Q5,2.88372707689269
35007,Q3,2.79396793470255
35009,Q5,4.31277419689533
35011,Q4,3.67167725753749
35013,Q5,5.21867990872862
35015,Q3,3.49291322426862
35017,Q4,3.3886612599143
35023,Q5,2.89045171054591
35025,Q4,3.99251877643569
35031,Q5,3.3720385487697
35035,Q4,3.50891364415531
35037,Q4,3.29741804498483
35039,Q5,4.33291899252438
35043,Q2,5.2181589915883
35045,Q5,3.98818805434779
35047,Q5,3.36456385850964
35049,Q3,4.90662254702268
35055,Q4,3.89409588124233
35061,Q5,5.58217612906366
36001,Q3,5.77395588082413
36003,Q3,5.42106913144987
36005,Q5,8.23355663153239
36007,Q3,5.79639366538194
36009,Q3,5.58015331425695
36011,Q2,6.3044094755218
36013,Q4,5.97986573455601
36015,Q4,5.78685102218956
36017,Q2,5.4492715269961
36019,Q2,5.2523304168188
36021,Q1,5.93392989210602
36023,Q2,5.80447331527797
36025,Q2,5.08747677758241
36027,Q1,6.48968933080477
36029,Q4,6.77447328643803
36031,Q2,4.53149232618974
36033,Q3,4.72366121006917
36035,Q4,5.38662502968098
36037,Q2,6.55443101323017
36039,Q2,5.39256221831154
36041,Q1,4.15334165082722
36043,Q2,5.45698460403878
36045,Q4,5.33653383774889
36047,Q5,8.6297960599014
36049,Q2,4.94505934420792
36051,Q2,6.12397972507309
36053,Q2,5.84675471344657
36055,Q4,6.50168733772715
36057,Q4,5.6019900990703
36059,Q1,8.08626935172253
36061,Q5,8.1938351676576
36063,Q3,7.21696163580514
36065,Q3,5.76996122095674
36067,Q3,6.18623947951968
36069,Q1,6.39951618409178
36071,Q2,6.4888080032813
36073,Q3,6.25603371268258
36075,Q3,5.75289297355198
36077,Q2,5.26102450028734
36079,Q1,6.55432219932709
36081,Q4,8.65653740366426
36083,Q3,5.89972027602457
36085,Q3,8.13868938915676
36087,Q2,6.83074643598637
36089,Q3,5.02822118141479
36091,Q1,5.81130792502799
36093,Q3,5.86389140740914
36095,Q2,5.17913402616268
36099,Q2,6.25470868747051
36101,Q3,5.56773757664529
36103,Q1,6.89118001254051
36105,Q3,5.49128979726003
36107,Q2,5.85765883899166
36109,Q2,5.89791801067295
36111,Q2,5.88967327293668
36113,Q2,5.1161225437677
36115,Q2,5.32104970599519
36117,Q2,6.47125126166427
36119,Q2,7.43525392310073
36121,Q2,6.09550452674961
36123,Q2,5.93931669521138
37001,Q4,7.23501878655647
37003,Q3,6.86725527979065
37005,Q4,5.97849634373839
37007,Q5,7.13886464276955
37009,Q3,5.72679234845563
37013,Q4,6.6756802182603
37015,Q5,6.58841684329942
37017,Q5,7.10993296394038
37019,Q3,5.86201053419022
37021,Q3,5.98361263658995
37023,Q4,6.26454070476765
37025,Q3,7.78880562925187
37027,Q4,6.36563105339244
37029,Q1,6.13001441760216
37031,Q2,5.33617400520951
37033,Q5,7.15515881408033
37035,Q3,7.10758792746908
37037,Q2,7.14721119560907
37043,Q3,5.56489807729328
37045,Q5,7.34569301853416
37047,Q5,6.90900881418142
37049,Q4,6.36547547403428
37051,Q5,7.30071692592163
37055,Q1,5.11369143160804
37057,Q4,7.68502807889049
37059,Q2,7.55734866997379
37061,Q5,7.13364036586503
37063,Q4,7.23395644562016
37065,Q5,7.28871461148788
37067,Q4,7.52685009708209
37069,Q4,7.13157676706658
37071,Q4,7.64378285452626
37073,Q4,6.73710874326369
37077,Q3,7.08614403343294
37081,Q4,7.49178481283941
37083,Q5,6.91054553968682
37085,Q4,7.47897768821721
37087,Q2,5.55532534598028
37089,Q2,5.95664581208221
37091,Q5,6.64880869360441
37093,Q5,7.13963950143845
37097,Q3,7.57884644603288
37099,Q3,5.41138169222213
37101,Q3,7.64308601567018
37103,Q4,6.74606074216537
37105,Q4,7.18654613910614
37107,Q5,7.27406691511309
37109,Q3,7.42452829688247
37111,Q4,5.91214284898824
37113,Q3,5.43353685594018
37115,Q3,5.95370518805996
37117,Q5,6.68116432922752
37119,Q4,8.05864025472326
37123,Q5,7.0899148679142
37125,Q3,6.97965374139689
37127,Q4,7.31373694615882
37129,Q3,5.89414570449887
37131,Q5,6.87259816972112
37133,Q4,6.18075733960234
37135,Q3,7.19004950631971
37139,Q5,6.21068192715222
37141,Q3,6.36123738771761
37143,Q4,6.34892181739554
37145,Q4,7.07438207449193
37147,Q5,7.22985653105092
37151,Q4,7.33036135661306
37153,Q5,7.05269269961004
37155,Q5,7.34951707429633
37157,Q4,7.1422685251711
37159,Q4,7.71073076973031
37161,Q5,6.60929612098316
37163,Q5,7.35339084272644
37165,Q5,7.1552478571888
37167,Q3,7.42512635137025
37169,Q3,6.96910083489361
37171,Q4,6.4273832898784
37175,Q2,5.62241252198985
37179,Q2,7.75524666347298
37181,Q5,6.95518515755823
37183,Q2,7.66600846320278
37189,Q3,5.95681010675005
37191,Q5,7.69236000668097
37193,Q4,6.21621000441679
37195,Q5,7.55136297551954
37197,Q3,6.94000256095937
37199,Q3,5.85911464466153
38001,Q1,3.44686304122798
38003,Q1,4.50943333902389
38015,Q1,4.14232742046223
38017,Q2,5.35739199430397
38023,Q1,3.52653956316506
38027,Q2,4.231740915967
38035,Q2,4.74493427194592
38043,Q2,3.89744071260479
38057,Q1,3.80271801247267
38059,Q1,4.1220280379168
38077,Q1,4.96407593671288
38079,Q5,3.73871522860511
38089,Q1,3.53394090005957
38093,Q1,4.26991501138626
38101,Q1,4.00194891892487
39001,Q5,7.37306482466905
39003,Q4,7.83682967241018
39005,Q2,7.58206147190921
39007,Q4,6.49602186694696
39009,Q5,7.07975371406069
39011,Q1,7.86743844497619
39013,Q3,7.2431532579269
39015,Q2,7.8363731070396
39017,Q3,8.35896114364312
39019,Q2,7.40232149505048
39021,Q2,7.83083224053366
39023,Q4,7.82613245862107
39025,Q2,8.33368022591644
39027,Q3,7.91707568848378
39029,Q3,7.54413441304104
39031,Q3,7.33776977856298
39033,Q3,7.48469637297135
39035,Q5,7.96710429108245
39037,Q2,7.87041157669586
39039,Q3,7.44428678890041
39041,Q1,7.97287846513959
39043,Q3,7.27677746957403
39045,Q2,7.92102645387611
39047,Q4,7.59828376770662
39049,Q4,8.0791441189027
39051,Q2,7.36960663482016
39053,Q4,7.50484559609909
39055,Q1,7.40778871636402
39057,Q2,8.07312048955598
39059,Q4,7.0862788039602
39061,Q4,8.44500213637772
39063,Q2,7.68895356881933
39065,Q2,7.58469199886767
39067,Q3,7.10865647262106
39069,Q2,7.6319454865965
39071,Q4,7.57123101355641
39073,Q3,7.39471490581625
39075,Q2,7.53957515015444
39077,Q3,7.39013693190241
39079,Q5,7.21718798687237
39081,Q4,7.48314021866323
39083,Q2,7.39150427078263
39085,Q2,7.13771845149455
39087,Q4,7.73526239855763
39089,Q2,7.75810757936445
39091,Q3,7.65145453222826
39093,Q3,7.86528091330303
39095,Q5,7.80898912152422
39097,Q2,7.89392559791527
39099,Q4,7.58898627736693
39101,Q4,7.66979715517281
39103,Q1,7.81924530935546
39105,Q5,7.47353274907665
39107,Q1,7.86100327231084
39109,Q2,7.92903673994298
39111,Q3,7.21024353545929
39113,Q4,8.09069985152555
39115,Q4,7.23419473329459
39117,Q1,7.56316641950689
39119,Q4,7.42329789262833
39123,Q1,7.58379015330933
39127,Q4,7.4899814962431
39129,Q2,7.92917699776085
39131,Q5,7.31798781050236
39133,Q2,7.62784444153332
39135,Q1,7.99472717607444
39137,Q1,7.76295406069713
39139,Q3,7.48833317856864
39141,Q4,7.5286003500896
39143,Q2,7.60502231225358
39145,Q5,7.39731903925191
39147,Q2,7.59502074389015
39149,Q2,7.77985474472082
39151,Q3,7.81439718061499
39153,Q3,7.76003522577926
39155,Q4,7.42605688256966
39157,Q2,7.42313901263608
39159,Q1,7.79547790422065
39161,Q1,7.83732777017754
39165,Q1,8.31476444914437
39167,Q3,7.75446809604606
39169,Q2,7.84154260263427
39171,Q2,7.27646934923744
39173,Q2,7.76722160056489
39175,Q1,7.58486465117133
40001,Q5,5.97083622142655
40003,Q1,5.90339066179314
40005,Q4,5.96766657687334
40007,Q1,4.36102442778832
40009,Q3,4.81992167747136
40013,Q4,6.59077465971199
40015,Q5,5.53059482979862
40017,Q1,6.2470663241348
40019,Q3,6.21600452760938
40021,Q5,6.1569896187086
40027,Q2,6.33600942610211
40031,Q5,5.55748942609834
40037,Q3,6.94726536671218
40039,Q3,5.18401064698745
40041,Q4,6.36028848264609
40045,Q1,4.52968840457698
40047,Q4,6.21448063740156
40049,Q3,6.21588594297844
40051,Q3,6.07532892710441
40055,Q3,4.93581436946982
40059,Q2,4.54155219476934
40061,Q2,6.05144634542597
40065,Q4,5.10798978177202
40069,Q5,6.25980027200811
40071,Q4,7.12624974066354
40079,Q4,5.9288024910988
40081,Q2,6.26424030121662
40083,Q2,6.28065552494042
40085,Q3,6.64935449078024
40087,Q1,6.27855559615595
40089,Q5,6.15394577858576
40097,Q3,6.72342510287634
40101,Q5,6.44428395013203
40105,Q3,7.57656171569101
40107,Q5,6.42891448216578
40109,Q4,6.42838263915832
40111,Q5,6.7029507315496
40113,Q3,7.50220236489783
40115,Q4,6.87428121185154
40117,Q3,6.98340750337574
40119,Q3,6.39218204809069
40121,Q3,5.96420648896459
40123,Q4,6.26629308849625
40125,Q4,6.22422388327585
40127,Q5,5.73743536720053
40131,Q1,7.47326794966674
40133,Q5,6.46545899315737
40135,Q5,6.20483010153915
40137,Q2,5.92244714739115
40143,Q4,7.49251602266502
40145,Q2,7.0075826565851
40147,Q3,8.00165105167491
41001,Q3,2.52442197212822
41003,Q2,3.87543013316161
41005,Q2,5.09161442736156
41007,Q3,2.39444619613966
41009,Q2,3.58889966949583
41011,Q4,2.37033169736949
41013,Q3,2.92571384203067
41015,Q2,2.43345248794634
41017,Q2,3.04918247653646
41019,Q3,3.01580425698928
41021,Q2,2.75441733482843
41029,Q3,3.00220912951495
41033,Q4,2.67932555016455
41035,Q4,2.80244173684534
41039,Q3,3.27160027173525
41041,Q3,2.51272997986157
41043,Q3,4.19011687047547
41045,Q5,4.20892840994699
41047,Q4,4.78736380480014
41051,Q4,5.25005297924667
41053,Q3,4.24735725069282
41057,Q3,2.4071269856243
41059,Q4,3.24737743997259
41061,Q3,2.48102661164828
41065,Q4,2.6949782942372
41067,Q2,5.02504130481998
41071,Q3,4.34841937551617
42001,Q1,8.09211527425277
42003,Q3,8.133872710977
42005,Q2,7.36506298578236
42007,Q2,7.95676584973886
42009,Q2,6.5125585808055
42011,Q3,8.00219944100774
42013,Q3,6.45841795680093
42015,Q2,5.70066625281937
42017,Q1,8.08919219173709
42019,Q1,7.59341222032699
42021,Q2,6.66629474737072
42023,Q1,5.19643717856289
42025,Q2,6.46161244743972
42027,Q1,6.26624161301005
42029,Q1,8.38365293988911
42031,Q2,6.47873328953922
42033,Q3,6.0501586364087
42035,Q2,5.71197469954845
42037,Q2,6.37391815040929
42039,Q3,6.49180747783043
42041,Q1,7.676696963123
42043,Q3,7.72410376590771
42045,Q2,8.74784402728585
42047,Q1,5.50691388093859
42049,Q3,6.14260798688652
42051,Q4,7.0431499833652
42055,Q1,7.42231611468147
42057,Q2,6.79594811954451
42059,Q3,7.12533192684386
42061,Q1,6.53594000722103
42063,Q2,7.01127024297846
42065,Q2,6.28000144010116
42069,Q3,5.79693473499912
42071,Q1,8.66417411965397
42073,Q3,7.74569215056433
42075,Q1,7.95795458551346
42077,Q3,7.42270638961373
42079,Q3,5.92926340805884
42081,Q3,5.80254407880152
42083,Q3,5.35844980780325
42085,Q3,7.25796305337842
42087,Q2,6.54907306014632
42089,Q2,6.21227043916933
42091,Q1,8.33020840426919
42095,Q2,7.25873005029182
42097,Q2,6.82367959745935
42099,Q1,7.12114464673462
42101,Q5,8.47776850939218
42107,Q2,6.76295695963459
42109,Q1,6.81293640996258
42111,Q2,6.60665298843839
42113,Q1,5.52419972615376
42115,Q2,5.65156588387082
42117,Q3,5.34049628039483
42119,Q2,6.55860028118922
42121,Q3,6.37605219128116
42123,Q1,5.70047773165686
42125,Q2,7.94681225944671
42127,Q1,5.66670679074255
42129,Q2,7.6153564186226
42131,Q2,5.71003612395273
42133,Q1,8.36559453255064
44001,Q1,6.71098286572015
44003,Q1,6.34781921500067
44005,Q1,6.2469729566936
44007,Q4,6.53463390240973
44009,Q1,5.94989522578569
45001,Q5,7.23706631194661
45003,Q4,7.02981342217444
45005,Q5,6.28035268260875
45007,Q4,7.69088297656903
45009,Q5,6.47374181791508
45013,Q2,5.86198436868732
45015,Q4,6.53727312281603
45019,Q4,5.86172711536671
45021,Q5,7.55228897661179
45023,Q5,7.00578312303236
45025,Q5,6.96512712591135
45027,Q5,6.89603628328174
45029,Q5,6.25495862453077
45031,Q5,7.22629819197805
45033,Q5,7.22935314038971
45035,Q3,6.66507530970528
45037,Q5,7.0843564876538
45039,Q5,6.83589745714063
45041,Q5,7.10131924443993
45043,Q4,5.97328643662116
45045,Q4,7.34795573543843
45047,Q5,7.08125346704214
45051,Q3,6.01162750500913
45053,Q5,6.54152701308346
45055,Q4,6.87276772427803
45057,Q5,7.1988782952405
45059,Q5,7.25331351611503
45061,Q5,7.11071681624518
45063,Q3,7.0807625727617
45067,Q5,6.92159021779359
45069,Q5,7.1229534522847
45071,Q5,6.83768344720202
45073,Q3,6.71884999990841
45075,Q5,6.82366774367746
45077,Q3,6.89731687753273
45079,Q4,7.1260692776784
45083,Q4,7.50649509720679
45085,Q5,7.00833826193579
45087,Q5,7.08955293763467
45089,Q5,6.57065931028179
45091,Q3,7.62669943561365
46003,Q1,4.68686248791377
46005,Q1,4.87933634212088
46011,Q1,5.13584041204763
46013,Q1,4.65189685764397
46025,Q1,4.59789937892983
46027,Q2,5.56707588409046
46029,Q2,4.72368961872752
46039,Q1,4.96317265995399
46063,Q2,2.95467675077359
46067,Q1,5.03830861692569
46077,Q1,4.86784660739589
46083,Q1,5.85253632423821
46093,Q1,3.2148771293332
46099,Q2,5.72155308545194
46103,Q3,3.31406177395277
46111,Q1,4.90805007528829
46113,Q5,3.27249131162588
46135,Q1,5.21602491262706
46137,Q5,3.4162635383288
47001,Q4,7.01228013231917
47003,Q5,7.03764629007278
47005,Q4,6.42093380623721
47007,Q5,6.37447092802593
47009,Q2,7.31867808737526
47011,Q4,7.66054590950555
47013,Q5,6.4502616991412
47017,Q4,6.38918402494375
47019,Q5,6.23767371534335
47021,Q2,7.08829346052598
47023,Q4,6.46181690157792
47025,Q4,6.49551638697744
47027,Q4,6.59557567097688
47029,Q5,6.00387280172786
47031,Q4,6.65929908008831
47033,Q4,6.7200526056921
47035,Q3,6.2679109623414
47037,Q5,7.5698158063977
47041,Q4,6.65977951310053
47043,Q3,6.56017498386421
47045,Q5,6.79710452394262
47047,Q3,6.38408012490819
47051,Q3,6.56616541123947
47053,Q5,6.68919818649486
47055,Q4,7.0871419030482
47059,Q4,6.26012580589188
47061,Q5,6.35403868053007
47063,Q4,6.58643139382093
47065,Q4,7.60810890036733
47067,Q5,6.42912785916
47069,Q5,6.29473010012337
47071,Q5,6.20782063244973
47073,Q4,6.72252525925521
47077,Q4,6.34068069978009
47079,Q4,6.4346360170928
47081,Q3,6.34930092989621
47085,Q2,6.45488208200201
47089,Q4,6.75417996348128
47091,Q5,5.93860415466581
47093,Q3,7.53466658023561
47097,Q5,6.880102874731
47099,Q4,6.92396133246944
47103,Q3,7.00500447385891
47105,Q2,7.23259097054468
47107,Q4,6.79344307283468
47109,Q5,6.38357107686384
47113,Q5,6.89380105851729
47115,Q4,6.85281201587315
47117,Q4,7.02390030489987
47119,Q3,6.85385920556953
47123,Q4,6.57984937300132
47125,Q4,7.05297406223271
47131,Q3,6.74500233193816
47137,Q3,6.38528451476421
47139,Q4,6.70889406010604
47141,Q4,6.40428023244166
47143,Q5,6.68445663736775
47145,Q3,6.82330422409081
47147,Q2,7.37203156620463
47149,Q3,7.31568469115941
47155,Q3,6.55996282481973
47157,Q5,7.17933844867721
47163,Q4,6.8599066975331
47165,Q2,7.42630727654129
47167,Q4,6.7684985205393
47169,Q2,7.08929198459401
47173,Q5,7.00451046003495
47175,Q5,6.19460466950347
47177,Q5,6.38411425324711
47179,Q3,6.40061938696898
47183,Q4,6.61295341326906
47187,Q1,7.17912486191052
47189,Q1,7.35388884279834
48001,Q4,6.38045010405945
48003,Q3,3.9230689904501
48005,Q4,6.06968494253828
48007,Q3,4.27603979091599
48013,Q4,5.90843083027215
48015,Q1,6.86296255856075
48021,Q3,6.28385836656213
48025,Q5,5.29691224033159
48027,Q4,6.38261584194129
48029,Q5,6.90654179427218
48031,Q1,5.18489351868948
48035,Q2,6.134860475502
48037,Q4,6.61319242799211
48039,Q2,7.05063443049788
48041,Q5,6.71627173271544
48049,Q3,5.00304477738378
48053,Q2,5.340291380286
48055,Q5,6.16978231138293
48057,Q4,4.80598481811485
48059,Q3,4.6976978525655
48061,Q5,4.99595907289681
48067,Q5,6.36113974128177
48071,Q1,7.07919698139194
48073,Q5,6.25540707845323
48079,Q5,3.9551472115431
48085,Q1,8.38063446793061
48087,Q4,4.52304474486663
48091,Q1,6.06869417755979
48097,Q3,7.28269652170312
48099,Q4,5.78314214748683
48113,Q5,8.25381122053967
48121,Q1,8.23816584749058
48135,Q4,4.43132721247723
48139,Q2,7.89555296475707
48141,Q5,4.57560522045629
48143,Q3,5.34157956397994
48147,Q3,7.02435822928941
48149,Q1,6.11029657093434
48151,Q3,4.23082666142203
48157,Q2,8.31108885940922
48167,Q3,6.25481576731464
48177,Q5,5.72837374145366
48179,Q3,4.2376724720312
48181,Q3,7.37731478716355
48183,Q4,6.77980309529434
48185,Q3,6.7973794793238
48187,Q2,6.48237368928844
48189,Q5,4.63563062999637
48191,Q5,4.41478011180383
48193,Q1,5.17393939071488
48195,Q2,4.35587009117107
48199,Q2,6.28042903669031
48201,Q5,9.0815173741562
48203,Q4,6.20548946592741
48205,Q1,3.75726476382176
48209,Q2,6.1611008736421
48213,Q3,6.90110626536496
48215,Q5,6.10362253660268
48217,Q3,6.99987058396596
48219,Q4,4.44254309330395
48221,Q1,6.74015247994706
48223,Q4,6.84234642979472
48225,Q5,5.95343333322879
48227,Q4,4.40771594736117
48231,Q4,7.35775768689992
48233,Q3,4.34585408297829
48235,Q1,3.85873879995147
48239,Q2,5.69759464749895
48241,Q4,5.86043701587742
48245,Q5,6.34314462997798
48247,Q5,4.26204037185816
48249,Q5,5.20910802279834
48251,Q2,7.87336313260661
48257,Q2,7.52212993268106
48265,Q3,4.7059787732191
48267,Q2,3.99445933267586
48273,Q5,5.17056556225166
48277,Q4,6.60265191023438
48279,Q4,4.46782518644952
48281,Q3,5.36381611598465
48283,Q5,4.34215165864878
48287,Q2,6.20020756381496
48291,Q4,7.04140979549323
48293,Q3,6.45005420898957
48299,Q1,4.93002771635553
48303,Q4,5.31555727421393
48309,Q5,7.11476768849399
48311,Q1,4.68013376009594
48313,Q4,6.19514376813611
48315,Q5,6.19032031294029
48317,Q2,4.20701491383515
48321,Q5,5.64987333479911
48323,Q5,4.64423821026168
48325,Q4,5.71567819880772
48329,Q3,4.59693439311458
48331,Q4,6.56043637536737
48337,Q2,6.01721962757352
48339,Q2,7.73976907286466
48343,Q4,6.84834366583307
48347,Q5,6.02080379024425
48349,Q4,6.87104075516199
48355,Q5,4.8848074601973
48361,Q3,6.4545563012647
48363,Q3,5.85395338137782
48365,Q2,6.09541368113122
48367,Q1,7.17393689371072
48373,Q5,6.02795899948254
48375,Q5,4.6721577279263
48377,Q5,2.88756087735251
48381,Q2,4.65650300675643
48395,Q5,6.49903230035083
48397,Q1,8.11052894841514
48401,Q2,6.50878767074845
48407,Q3,6.40990944600918
48409,Q4,5.01712133037525
48415,Q4,4.19352220232935
48419,Q5,5.93680221739191
48423,Q4,7.07370572719789
48427,Q5,4.73102897016624
48429,Q4,4.69446508289732
48433,Q1,4.31286793417044
48437,Q3,4.33616919244157
48439,Q4,7.978676708837
48441,Q4,4.66126026158845
48449,Q4,6.93922896785308
48451,Q4,4.22103044436076
48453,Q4,6.45272179451262
48457,Q4,5.79036676033932
48459,Q3,6.92481537598523
48461,Q2,3.68644775776477
48463,Q5,4.43013095139428
48465,Q5,4.34825828952857
48467,Q3,7.08877757266793
48469,Q4,5.89819192481915
48471,Q5,6.20655387106343
48473,Q4,7.60937459029952
48477,Q3,6.77793551790485
48479,Q5,4.51335283628684
48481,Q4,6.51652845599671
48485,Q4,5.53053724588745
