FIPS,SES,pm25,cmr
1001,Q2,6.94277825833759,316.911479178019
1003,Q2,5.83770358880245,276.377191061562
1005,Q5,6.33994082626066,387.051896291562
1009,Q2,7.89720046281604,279.421127781161
1011,Q5,7.17126594601172,362.096029583216
1013,Q5,6.01373121018502,394.257094211398
1015,Q5,7.40610977690243,354.016025016339
1017,Q5,6.8658986761613,366.882018883783
1021,Q4,6.72057745561301,308.845625316593
1023,Q5,5.83413017555467,355.032352647223
1025,Q5,5.83357039481346,348.926054433876
1027,Q5,6.59932249132937,328.424632481296
1031,Q4,6.39654827166127,327.86345119982
1033,Q4,7.09804773218403,343.096927919604
1039,Q4,6.23926478454699,286.868888045559
1043,Q4,7.83511806940957,377.137945461994
1045,Q4,6.48650048095072,315.211723457244
1047,Q5,6.25454165024869,396.615408827936
1049,Q4,7.57602461092588,392.552381524464
1051,Q3,6.8724086801376,357.234136678713
1053,Q5,6.33914965848737,332.223570931826
1055,Q4,7.5601635745378,374.713233002952
1059,Q4,6.55221974412353,412.189555186221
1061,Q4,6.81392912910177,308.479779395209
1065,Q5,6.24979168334556,398.154447377886
1067,Q4,6.44203938639604,321.134246370846
1069,Q4,6.75790809875587,302.039699977616
1071,Q4,7.11755019465772,366.002737390166
1073,Q5,8.74485307875156,273.83755432488
1075,Q4,6.44068447177328,363.606074638035
1077,Q4,7.41768289277623,266.807239966515
1079,Q3,7.29381905646232,310.911891734543
1081,Q4,6.61911687931426,248.92610227971
1083,Q3,7.88369230496285,272.009366588636
1087,Q5,6.78517924021507,351.415073387594
1089,Q3,7.65848018316075,241.669980519652
1091,Q5,6.06872591168583,431.884982970464
1093,Q4,6.33257460460473,331.792835474492
1095,Q4,7.57830419687227,312.514480901409
1097,Q5,6.4521158784447,306.140275732472
1099,Q5,5.9122093855359,356.215026493724
1101,Q5,6.8560110430348,272.765569398612
1103,Q4,7.87040276429898,366.616424903449
1105,Q5,6.19698772580741,337.034369827253
1109,Q5,6.28794406790094,303.745496833448
1111,Q4,6.74593308578078,372.682652866213
1113,Q5,6.64141033979652,291.291548797513
1115,Q2,7.78392185675734,315.017885614751
1117,Q1,8.09083196879007,221.561046912469
1121,Q5,7.17245170051374,320.782691345711
1123,Q4,6.4656126637243,287.337421677152
1125,Q4,6.78253230094122,286.283148949961
1127,Q4,7.41252711589539,321.958117216322
1129,Q4,5.87565624888311,361.18258649133
1131,Q5,5.98668490599842,404.056807782608
1133,Q4,6.73188925891755,347.065049910939
4001,Q5,2.64411441221791,177.353303750528
4003,Q4,2.71976096593235,246.033922645158
4005,Q4,2.68949361149383,163.494139091445
4007,Q3,2.86676434341267,253.816720609147
4011,Q3,2.97964599857908,205.944926582477
4012,Q3,2.84578967067678,177.253481376671
4013,Q3,4.62845914663208,185.150422549955
4015,Q3,2.82881101135363,275.196941192832
4017,Q5,2.6758897556882,206.560668619965
4019,Q4,3.64564123045363,191.507059037779
4021,Q3,3.57486791972137,179.289783210121
4023,Q5,2.75964097745615,151.771253940352
4025,Q2,2.98179678339999,175.415857509717
5001,Q4,6.64952793217345,368.336150562627
5003,Q4,6.03328284849473,301.441437865003
5005,Q3,5.59864131964222,249.716883456723
5007,Q2,6.2311095860685,230.754860803724
5009,Q3,5.60026626443396,291.490939249196
5015,Q4,5.8180983392707,268.517000638382
5017,Q5,6.40109101818168,326.326839746347
5019,Q4,5.88036335452276,346.717353814476
5021,Q4,7.00357873285701,358.953187317407
5023,Q3,6.0638540004657,299.689226769786
5027,Q5,5.92179823582563,350.410161362097
5029,Q3,6.42395973654679,278.302351089223
5031,Q5,7.14493929334909,300.882535789021
5033,Q4,6.06924301408524,343.158210680104
5035,Q5,7.29403891677463,350.691410403072
5039,Q5,5.99157885870444,277.827644260062
5045,Q3,6.8012872108224,260.352118305732
5047,Q4,5.7838011354009,315.204868244003
5049,Q3,5.72529211275797,282.40165103472
5051,Q4,5.96639069636685,271.163001310433
5055,Q4,7.03793423386818,347.157142634458
5057,Q5,5.98774943146897,409.069014172794
5059,Q3,6.14480407072166,311.595636325782
5061,Q5,5.89728787887953,365.698796267281
5063,Q4,6.29750359866569,322.356137705888
5069,Q5,6.69254409174674,351.101607630729
5071,Q4,5.74126619103863,268.159545388706
5075,Q5,6.62827178449807,314.582949171516
5079,Q5,6.32302570982847,315.026173608631
5081,Q4,6.41477011696871,303.270424707422
5083,Q3,5.80362615315221,330.962201437687
5085,Q3,7.01198409059228,267.400062325477
5089,Q3,5.52381256257596,222.666339096741
5091,Q5,6.46984607856584,318.585979729097
5093,Q5,7.08249618702201,393.441535382709
5099,Q5,5.88217181359665,355.172390534829
5103,Q5,5.87973316184984,322.911479853912
5107,Q5,6.94514250169919,360.510857002842
5111,Q5,7.09940446376792,357.67863193815
5115,Q4,6.11714947313623,256.126378199329
5117,Q3,6.78137546459964,332.378763048526
5119,Q5,6.90720881445443,260.03171906534
5123,Q5,7.05710119418647,350.07562245755
5125,Q2,6.66083780236106,207.48038382707
5127,Q5,5.57065585144562,331.692199660446
5131,Q4,6.28867605288544,275.988971164778
5139,Q5,6.11629880743466,333.742788264674
5143,Q4,6.09365263484575,248.137273153313
5145,Q3,6.56046022587067,306.023118945993
5147,Q5,6.81236176416323,313.813626820723
6001,Q3,5.08846575806355,189.453596575998
6003,Q1,2.69048481442156,236.240692149483
6005,Q1,3.91834791801083,226.029328047572
6007,Q4,3.86965088664881,213.254725014206
6009,Q1,3.67616648744982,208.509829644163
6013,Q2,4.93964627879781,192.516120288216
6015,Q5,2.62277304434589,252.848350520818
6017,Q1,3.72862839945085,178.522528523044
6019,Q5,4.16545027842802,247.623796463255
6021,Q4,3.79125811201272,211.671720137886
6023,Q4,2.60107255576869,219.636126637662
6025,Q5,4.20481638464091,216.927266926729
6029,Q5,3.8406458002544,287.61305962195
6031,Q5,4.18615021401358,254.544384244189
6033,Q4,3.02190668180155,249.02575874175
6035,Q3,2.81761396851951,238.273721711018
6037,Q5,5.48893104685529,224.200704659488
6039,Q5,3.83297245185378,252.993891623052
6041,Q1,4.03078182197043,134.241531852295
6045,Q4,2.73898897532727,222.198675998286
6047,Q5,4.16839779202279,248.998264344186
6049,Q4,2.4442505975823,224.090952596374
6053,Q4,3.70860218248584,179.192969396904
6055,Q2,3.93908007605822,199.154741377901
6057,Q1,3.70682236011725,177.74892950885
6059,Q2,5.34185565540498,194.741478269682
6061,Q1,4.52111153786573,198.08571125895
6063,Q2,2.83958304026526,296.472665250598
6065,Q4,4.60913716658313,235.933379580285
6067,Q4,5.17688106469454,227.727270960279
6069,Q3,4.05186403357439,169.460103732352
6071,Q4,5.0030467203735,278.222030157843
6073,Q3,5.02964930472629,194.948461175242
6075,Q2,4.75271942803337,176.381960749681
6077,Q5,4.81468883200787,253.887494929485
6079,Q2,3.4787957076469,211.114494604333
6081,Q1,4.73254564244476,173.446994934254
6083,Q3,3.40802396430664,193.956723958418
6085,Q2,4.51981575813682,166.459776212282
6087,Q3,4.26378821250599,202.019952705622
6089,Q4,3.31071799856796,257.10229082136
6093,Q4,2.48670291742619,244.779052332649
6095,Q3,4.53324531408295,201.600373186642
6097,Q2,3.51027153841859,206.432660371423
6099,Q5,4.69452737041901,279.640315944693
6101,Q4,4.68154810236442,261.500861695944
6103,Q5,3.54290427561274,226.987847649702
6107,Q5,3.88870561511044,281.520465064323
6109,Q2,3.29139265743509,195.351714659715
6111,Q2,3.8128035028156,194.238835916887
6113,Q3,4.71170423194121,199.07262866349
6115,Q5,4.51049436209353,293.4619951961
8005,Q3,4.24298270982448,154.308281355417
8013,Q2,3.17415833982272,175.272611568708
8023,Q5,2.46376869258069,229.825261688674
8029,Q2,2.50388332015415,194.658273303415
8031,Q4,4.1148080145585,199.676218076921
8035,Q1,3.69964456477787,151.380134005757
8039,Q1,3.36331929662688,144.063694193873
8041,Q3,3.90359952677108,185.883146576409
8043,Q2,2.50769394011774,250.320335246875
8045,Q1,2.43102386528239,159.940388831962
8047,Q1,2.65866247955898,144.393215489214
8051,Q1,2.19369075928208,165.540398136011
8063,Q1,3.35455234978686,190.234790208991
8067,Q1,2.40771505277201,158.502467463763
8069,Q2,3.08967907392637,187.925449222734
8071,Q4,2.62880834694076,241.748948715214
8077,Q2,3.02774380025773,213.681677336871
8081,Q2,2.47937227323244,137.991201257783
8083,Q4,2.61765518895842,204.489836582959
8085,Q2,2.47370984489479,197.166928571352
8087,Q4,3.49982244107492,219.777632703964
8089,Q5,2.97586251446193,230.215046146418
8095,Q1,3.49392078520799,186.687222572032
8099,Q5,3.07354836260953,278.795837018535
8101,Q4,3.23031337182265,210.010173058253
8107,Q1,2.55689632686774,139.415665529366
8109,Q5,2.22313116018582,181.388823772978
9001,Q2,6.73468506470033,182.630730656528
9003,Q3,6.00338336250012,206.088394280228
9005,Q1,5.84153460248046,223.332947952986
9007,Q1,6.05386463216031,191.342984145684
9009,Q3,6.16220457957369,187.521943197078
9011,Q1,6.01872116864302,199.294404362524
9013,Q1,6.11283742162255,229.014952505876
9015,Q3,6.03208432354126,229.073561207055
10001,Q3,7.37296464353583,266.096837950591
10003,Q2,8.11266500567657,217.708077268946
10005,Q2,6.96209357300105,233.441383233007
11001,Q5,8.94598186533326,268.115681330919
12001,Q4,7.23127722209532,211.907351244542
12005,Q3,5.92639496824125,240.691112802764
12007,Q4,7.14910163286167,235.595136103698
12009,Q2,5.21856177043378,209.537657669253
12011,Q4,5.20231248704373,217.238039836735
12015,Q2,5.58492021016264,186.78634599913
12017,Q2,6.74415372559379,276.473314778254
12019,Q2,7.06869758538873,244.067967031109
12021,Q2,5.24599995784606,148.941389419025
12023,Q4,7.14098803297692,280.082974042564
12027,Q5,6.37711299395095,237.846168347598
12029,Q2,6.66150671850745,167.417034597324
12031,Q4,6.65236178287716,253.474487986346
12033,Q5,6.55667322962237,271.544261530715
12039,Q5,7.00104438828779,269.740759531843
12045,Q4,5.66277961204788,237.204005504577
12049,Q5,6.56728540326731,187.137919624872
12051,Q5,6.29720764236312,261.107570911388
12053,Q3,6.45716690678753,209.952241936404
12055,Q3,6.4039516423519,188.865231646444
12057,Q4,6.85246430275805,223.517162810545
12059,Q4,7.00181548337179,407.316878914483
12061,Q3,5.06258052967205,177.248410780503
12063,Q4,7.05942475226854,297.524496376306
12065,Q4,6.91400548039731,218.073170485839
12067,Q3,7.04606031067918,219.869692911204
12069,Q2,6.86220826098688,205.37395762481
12071,Q2,5.47226721457808,177.661798407756
12073,Q4,6.94720891059483,212.1247122463
12075,Q4,6.80613025595013,286.074398124068
12079,Q5,7.10046442505428,303.752351761862
12081,Q3,5.5917150790737,205.784975271303
12083,Q3,7.40802498403949,222.162282280534
12085,Q1,5.05341980109729,144.648694063912
12086,Q5,4.90095094194455,213.005253676509
12087,Q1,3.63033754493798,188.423399244047
12089,Q2,6.14819262313805,215.412066976991
12091,Q2,6.08706433643343,218.92012436891
12093,Q4,6.13790704786786,268.282224909103
12095,Q4,6.57786512298432,211.747066394107
12097,Q4,6.50965356932124,252.146155009318
12099,Q3,5.23976542931731,179.220964218493
12101,Q3,6.32733080985237,214.800577998272
12103,Q3,5.975297640855,192.375739983825
12105,Q4,6.74994505549851,236.883429775801
12107,Q5,7.13410393024327,273.593906368735
12109,Q1,6.02526111017404,162.306924893554
12111,Q3,5.05340625594239,206.027604830551
12113,Q2,7.59791697346324,232.734481323421
12115,Q2,5.4048567356502,171.477861131517
12117,Q2,6.55261829649811,192.609761914405
12119,Q1,7.29254831079098,192.471912769487
12121,Q4,7.17919743177294,237.259351634279
12125,Q4,7.17957619491612,363.104981620343
12127,Q3,5.77878970483271,219.265899222772
12131,Q3,6.38354603114068,239.321450022864
13005,Q4,6.52715014575982,393.529618822696
13007,Q5,6.79261657024201,282.36192411452
13009,Q5,7.72506634973556,320.262077692943
13013,Q3,9.25223365089665,285.232914772591
13015,Q3,8.73366606886457,261.284678174221
13017,Q5,6.74697158127631,267.873999445597
13021,Q5,7.82087748607704,367.969914258859
13025,Q5,6.22452760611384,290.925346482919
13031,Q5,6.76467725758114,249.053745403121
13033,Q5,6.80705913193244,353.898129032397
13035,Q3,8.65685409553676,282.48571324404
13045,Q4,8.1461133263966,306.777920231926
13047,Q3,8.13396192713537,212.290546871628
13051,Q4,6.44412814785894,269.883801708988
13055,Q5,7.78960813094962,290.491250655772
13057,Q1,8.83649736379737,258.827665777596
13059,Q5,8.59205041250321,201.227463250471
13063,Q5,9.11789026538256,304.111795859406
13067,Q3,9.02856936835446,204.770271489911
13069,Q5,6.68452916373602,226.741544329759
13071,Q5,7.01826045705582,278.037681245946
13073,Q1,7.31036872680917,204.023480566773
13075,Q5,6.98310278736153,363.14955563475
13077,Q2,8.369321467178,255.645841503535
13087,Q5,6.87404439192653,316.41875962437
13089,Q5,9.16857199353465,212.343480680118
13095,Q5,6.9729397877876,256.710184626288
13097,Q4,8.70752252100942,268.875434071075
13103,Q2,6.87569847016378,289.040674779379
13107,Q5,6.625903593866,326.139363848057
13109,Q5,6.71453383937964,312.143631887204
13113,Q1,8.69063836988762,197.77022405881
13115,Q4,8.1401898901754,284.10201725743
13117,Q1,8.94821257940724,205.029701068791
13119,Q4,7.96394129235737,299.345802245667
13121,Q4,8.97884863728127,244.507530168642
13123,Q3,7.07682090521092,244.851549939025
13125,Q4,7.09908779022408,276.307896488325
13127,Q4,5.80193347481203,238.724365369512
13129,Q4,8.53441335950226,326.592052489523
13131,Q5,6.92833464650298,273.540853244382
13135,Q3,9.23974832251839,185.509585053861
13137,Q4,7.09172503362524,246.412672341009
13139,Q3,8.77871530533424,230.877558228774
13143,Q5,7.92630982407203,387.47998605316
13147,Q5,8.07917076167175,292.5189759299
13149,Q5,7.53971769225496,211.796579817495
13151,Q3,9.12112430023721,219.55417116693
13153,Q4,7.58234430234307,243.556722840348
13157,Q3,9.091821686414,277.089503579276
13165,Q5,6.56358900131858,273.203379240186
13167,Q5,6.80122804530078,260.003526353024
13171,Q5,7.90299023979921,296.284201644017
13173,Q5,6.69443596979926,358.286906699262
13175,Q5,6.9578958742006,291.848027975562
13177,Q2,6.97162742336503,208.62262946234
13179,Q5,6.46380508545952,180.817515479429
13185,Q5,7.12475134102262,359.990639571208
13187,Q3,7.29170614697321,238.787011431651
13191,Q4,5.67236834710687,231.962196000246
13193,Q5,7.15696177610064,260.435568585583
13199,Q5,7.53085995699144,323.945000851985
13205,Q5,6.86930678026211,318.737168188831
13211,Q4,8.31204662103237,266.16136625832
13213,Q4,7.95825835960329,245.542087638216
13215,Q5,6.76350251091883,308.266615739194
13217,Q4,9.27420206968206,276.195664710236
13219,Q1,8.67058978489866,259.508727423392
13221,Q3,7.98578839815166,223.678470314877
13223,Q2,8.71459638343962,174.523511618122
13225,Q5,7.46246207292267,317.397372170887
13227,Q2,7.6918810633922,298.508994718599
13229,Q4,6.33808979630435,363.136883589226
13233,Q5,8.03059945573403,360.100494523391
13235,Q4,7.00451485911657,346.321631682167
13237,Q3,7.79628982840419,240.780008313323
13245,Q5,7.28725839756521,266.268604901626
13247,Q4,9.30450201895389,196.208145485761
13253,Q5,6.85996115630692,364.316952873602
13255,Q5,8.72986501398054,322.576643439475
13257,Q4,7.05908336756321,343.682451878779
13261,Q5,6.93099784719114,315.582138891404
13269,Q5,6.96074239278169,327.888567363027
13271,Q5,6.62143988953829,338.574984822646
13275,Q5,7.01778274985063,291.257984653047
13277,Q5,7.0821738181263,254.687084473902
13279,Q5,6.589086332105,303.506134435912
13283,Q5,6.74762534563502,364.168128851765
13285,Q5,7.28051363560266,287.163999562785
13293,Q5,7.46582257320202,355.418604653845
13295,Q4,7.94819680215703,332.127251288379
13297,Q3,9.20761433402254,277.159013397738
13299,Q5,6.26530666332759,317.103751507644
13301,Q5,7.13722716001601,414.221200034156
13305,Q4,6.37365323433317,311.203622950121
13307,Q5,6.68233081435822,276.12516614344
13311,Q4,7.10518496277836,242.283441012281
13313,Q5,8.35543280220942,258.350850677507
13315,Q5,6.79013057186594,294.207800115218
13321,Q5,7.00798807598098,237.979890958592
16001,Q2,5.79289029565181,172.962558915671
16003,Q1,2.85037100195973,221.982235361843
16005,Q3,4.37151196523682,262.383649862273
16011,Q3,4.43457739687015,240.634758189538
16017,Q2,3.73426989352786,223.239965655702
16019,Q2,4.67652267910039,242.444003950535
16023,Q2,3.03232657672455,238.435828820631
16027,Q4,5.85911331337928,199.688696100515
16039,Q3,3.36306958241264,266.145458608195
16055,Q2,4.33356341278112,215.125967334269
16057,Q3,3.99942559524972,187.458581678232
16059,Q3,2.70572959171517,184.596124095315
16061,Q2,3.30028900124183,208.997359514869
16065,Q5,4.55044357297893,207.928666388436
16069,Q2,3.44214972129342,266.420731807613
16071,Q2,3.89124509994219,242.866807035943
16073,Q5,3.92644964051802,280.294390799769
16075,Q3,4.60482528750781,237.918404210086
16077,Q2,3.90977944594218,242.992980665736
16079,Q3,3.14729554924989,229.315620172257
16083,Q3,4.34004587769971,209.22485738466
17001,Q2,6.46131391367524,205.373467500462
17003,Q5,7.32949101430402,292.947596122132
17007,Q2,6.7837709148061,184.056710717273
17009,Q2,6.37243397114564,276.563869652854
17011,Q2,6.75064063166158,238.915521093604
17019,Q3,7.0154201115963,176.51061422155
17021,Q3,6.78534255456996,289.393849420766
17027,Q1,7.18622058735282,185.059752153765
17029,Q3,6.93702228731605,284.22817978458
17031,Q4,8.48279540936452,241.424753501429
17035,Q2,6.94988976659787,218.054944059323
17037,Q2,6.95519638265373,232.793238556239
17043,Q1,7.71903721716936,184.389760909171
17045,Q3,7.12378080473525,320.606078983542
17047,Q2,7.1064831070484,267.087386462388
17049,Q2,6.84211936082696,228.598249617198
17051,Q3,6.69865343938315,196.579318666268
17055,Q4,6.937949035716,216.292531109572
17057,Q3,6.52441464432182,248.253290471858
17061,Q3,6.78612268603977,269.660523643665
17063,Q1,7.11258596281154,255.94142954268
17065,Q2,6.90884944528929,275.282545513609
17067,Q2,6.38065388635003,213.693423074834
17069,Q4,6.85319824051834,278.447347148907
17073,Q1,6.72971716080079,265.843030004706
17075,Q2,7.01218213740278,302.299308324987
17077,Q5,6.94748930918166,239.184864399651
17081,Q4,6.85311064838686,218.603002435591
17083,Q1,7.1832948693928,264.60212633726
17085,Q1,6.17617179424544,190.709821659308
17087,Q2,6.94061710792582,215.742333611347
17089,Q2,7.26716374503054,198.548927228749
17091,Q4,7.26654689766979,237.090357462845
17093,Q1,7.25137487475773,207.069341942595
17095,Q3,6.54628938351165,269.473344367699
17097,Q1,7.07803011729026,187.364264130123
17099,Q2,6.85989453498269,276.849072598864
17101,Q4,7.29668137839397,227.634019988702
17103,Q2,6.7477007068974,227.676526595337
17105,Q2,6.8430455096139,330.31884871142
17107,Q2,6.84712837730689,215.767855518371
17109,Q4,6.27306624889914,268.138218339989
17111,Q1,7.01409849127903,209.361867950028
17113,Q2,6.77465205183118,203.708381206506
17115,Q4,7.00267123294255,273.822278223274
17117,Q2,6.94359659778271,258.009875437444
17119,Q3,7.80463040679408,265.354711795948
17121,Q4,6.77953987474778,281.858827654047
17123,Q1,6.85234781426417,288.103847233155
17125,Q4,6.63741361358482,241.235071655967
17131,Q1,6.48574162443141,225.519144034577
17133,Q1,7.57555919333973,174.220933923789
17135,Q3,6.71106998004038,222.845977036019
17137,Q3,6.69765850679817,215.541559554745
17139,Q1,6.91818199803921,246.412982308221
17141,Q2,6.7347411220747,235.020912874574
17143,Q4,6.9125935530136,221.374666181996
17145,Q3,6.90669148649643,265.779449523508
17147,Q1,7.02210108925278,239.825112102488
17149,Q2,6.5401724743531,202.829437488049
17157,Q2,7.08534404551492,202.607079113488
17161,Q3,6.69338128336637,246.367266928421
17163,Q5,7.81413959537281,251.393021434317
17165,Q4,6.84508636272383,348.856887028567
17167,Q3,6.81165636886782,232.855195249356
17173,Q1,6.7744617714804,253.709131680193
17177,Q4,6.42985892564079,206.363509394951
17179,Q1,7.10695708853242,234.623246787682
17183,Q5,7.11797604145591,294.786652188995
17187,Q3,6.41124055313815,250.204936278059
17193,Q3,7.0627282456765,324.639034148882
17195,Q2,6.73955700256025,249.58371151206
17197,Q1,7.65871775235269,226.208150738235
17199,Q4,6.87747875413646,235.90948459493
17201,Q4,6.62377883127751,245.810885080896
17203,Q1,6.92923547985158,220.899310713228
18001,Q3,7.79317383743354,216.84330945433
18003,Q3,7.97631324870456,210.411999713475
18005,Q2,7.94786542189802,264.112899713647
18007,Q1,7.24410439232853,310.878090848727
18009,Q3,7.68802673434058,253.705123030473
18011,Q1,7.97489427010046,287.682493249523
18015,Q1,7.72983457616607,302.692680083819
18017,Q3,7.70314410846901,241.136224938934
18019,Q3,8.88114639575936,284.213584406083
18021,Q2,7.28221601205951,324.302419092422
18023,Q2,7.92147679609954,279.280577131627
18025,Q4,7.38380035106134,251.765447608459
18027,Q2,7.53406189068878,265.911863944343
18029,Q1,7.96800060750122,282.477928474435
18031,Q2,8.00232549450561,216.300502571576
18033,Q2,7.76169368816689,266.482048606873
18035,Q4,7.82393941455025,255.495969215692
18037,Q1,7.84367688985453,217.747018751006
18039,Q3,8.14685092951414,243.256652461923
18041,Q4,7.70223827602967,311.039719482044
18043,Q3,8.80973335379029,242.603968348303
18045,Q2,7.35736422811335,256.388213485055
18051,Q2,7.61834249751664,189.606899323046
18053,Q4,7.8002211002119,239.067567337042
18055,Q2,7.38308312114515,282.705999874311
18057,Q1,8.39450765624299,185.465454554604
18059,Q1,8.36888905429269,267.31273142224
18061,Q2,7.9349511049677,232.795203940222
18063,Q1,8.02060409539793,240.276102359655
18065,Q3,7.99100595950136,265.915121262158
18067,Q4,8.04635236003259,235.800726718209
18069,Q2,7.69993705686873,275.696579099135
18071,Q2,7.71864418994892,283.587914071211
18073,Q2,7.18275522403741,294.165732996066
18075,Q2,7.74975366948223,230.566826509713
18077,Q3,7.80378631267121,377.746454509312
18079,Q3,7.78296976175545,228.664814582882
18081,Q1,8.47041022902231,254.139407553804
18083,Q4,7.47011620400354,332.975483206753
18085,Q2,7.81413469414584,276.005796819097
18087,Q2,7.70776224301494,239.790280740921
18089,Q4,8.25351252365993,281.709266821123
18091,Q3,7.51050178989273,277.680900040873
18093,Q3,7.23230105659903,291.620144120898
18095,Q4,8.05141165790268,269.958462020557
18097,Q5,8.55655770019168,263.036315612404
18099,Q2,7.63455398974772,240.162839752764
18103,Q4,7.87117298528224,289.259231627191
18105,Q3,7.28322544574919,176.781234420499
18107,Q2,7.54018308010121,267.162040676318
18109,Q2,7.82884060690943,288.734882787515
18113,Q2,7.72872140433394,215.65872861046
18117,Q4,7.31793598817103,294.526598607829
18119,Q2,7.27158655371573,232.952809384893
18121,Q2,7.2114655519842,348.709797493995
18127,Q2,7.79706029139386,204.54967404978
18129,Q1,7.59467320379924,215.88536915405
18131,Q3,7.2750790381285,309.933071437909
18133,Q2,7.24015968327665,224.697642795929
18135,Q3,7.82160774018527,226.955482849369
18137,Q2,7.79241326052577,251.453393568605
18141,Q4,7.76867714460113,247.611863310878
18143,Q4,7.85991281542492,265.471275908834
18145,Q2,8.38316092838238,260.828516821085
18147,Q1,7.98832333715893,236.635818607801
18149,Q4,7.34466863469746,352.261297472255
18151,Q2,7.34496435779739,223.597099116613
18155,Q3,7.73936393522887,331.066112828874
18157,Q3,7.8561273606913,239.765205586747
18161,Q2,7.8043027500777,179.652874926609
18163,Q4,7.77979887755409,224.790241111321
18167,Q4,7.50726700998366,272.722166632007
18169,Q2,7.62970869377321,237.146631753612
18173,Q1,7.74624518178757,219.902524190972
18175,Q3,7.71655891509542,302.027771722996
18177,Q4,7.88219396378517,233.396385636292
18179,Q1,7.85791270040088,243.997861065909
18181,Q2,7.47044996193797,164.270543793256
18183,Q1,7.65307658555891,232.390192513415
19001,Q1,5.51188471678714,270.588084561958
19005,Q1,5.67009868757958,206.184954980566
19007,Q3,5.78632940228462,271.57718810833
19009,Q1,5.49864122722653,218.042399629821
19011,Q1,6.14730573279602,239.795261386754
19013,Q3,6.19849095099559,208.586173591419
19015,Q1,6.12222983178726,286.7537966869
