FIPS,SES,pm25,cmr
19017,Q1,6.07525528919523,244.591109304038
19019,Q1,6.02124928705495,250.181922055132
19027,Q1,5.55635300819412,248.13782851365
19033,Q2,5.89964296642811,217.773565259903
19045,Q2,6.7409797538073,295.685333747537
19047,Q1,5.51654943881287,185.26704126314
19049,Q1,6.12927303125765,187.723277262235
19053,Q3,5.66719123686228,231.630237596096
19055,Q1,5.9943120308007,184.800288300555
19057,Q3,6.31698494502826,251.458669006084
19061,Q1,6.19710724704588,205.745904273905
19065,Q1,5.92662298437859,250.673980513601
19071,Q1,5.98646132925161,200.637516885836
19075,Q1,6.08004849339969,230.250978616335
19079,Q1,5.89022582852845,208.03185536718
19083,Q1,5.9235223765847,274.985038659907
19087,Q3,6.24541554206447,297.014451371208
19089,Q1,5.72163922787156,222.776043765841
19091,Q1,5.68197239229867,246.823840945277
19095,Q1,6.13506255679869,236.546394131188
19099,Q2,6.12590054390992,228.975864833213
19103,Q2,6.57741807187366,206.284636006667
19105,Q1,6.2362840903324,226.596052220579
19109,Q1,5.61140972253283,260.448063491451
19111,Q3,6.32332837303199,308.364636845358
19113,Q1,6.52060000673675,195.278896807898
19117,Q3,5.7527645580607,225.896727648871
19119,Q1,5.58150952164065,217.957018852066
19123,Q2,6.06999545461351,186.033561900101
19125,Q1,5.97930359679324,215.306876847546
19127,Q2,6.08817254101439,212.940277727555
19131,Q1,5.81180822983615,231.166393088561
19133,Q1,5.69054887032903,277.863837633814
19137,Q2,5.64729437723232,252.11028786438
19139,Q3,6.50232684512566,267.979035533389
19143,Q1,5.37716393125,224.384990312418
19149,Q1,5.70513563004856,150.063058445364
19151,Q1,5.52509234316656,250.085340934483
19153,Q2,6.39248398888761,216.745846589202
19155,Q3,6.40467529910751,222.035041885205
19159,Q1,5.60984725758256,240.041145581591
19161,Q1,5.54573955683189,204.335714431838
19163,Q3,6.74949176553615,233.569802677087
19167,Q1,5.64815729696677,232.023729971695
19169,Q1,6.21965125993967,206.253047813594
19177,Q2,5.98853784727247,264.134284447802
19179,Q3,6.26094525519524,295.843067762842
19181,Q1,6.11208222856134,179.650617717318
19183,Q1,6.29550417120238,227.533264041533
19187,Q3,5.79353928248827,265.368434324065
19189,Q1,5.7497965480969,213.82921115796
19191,Q1,5.73905427263746,165.326286547898
19193,Q3,6.03892863912849,228.550347570881
20001,Q2,7.52082976222683,233.861223579343
20005,Q2,6.77785307916664,249.821953337845
20007,Q2,5.6605275057054,238.359508757278
20009,Q2,5.34869066953587,219.589827929634
20011,Q3,7.45426239739817,256.560066446575
20013,Q4,6.40334493035341,219.300839199879
20015,Q1,7.66516813423491,246.155582090745
20021,Q3,7.11275554386552,343.994968408952
20023,Q1,3.78481273973686,172.683621327833
20031,Q1,7.35194584346585,238.579400236738
20035,Q3,7.41815469719416,279.988597632687
20037,Q3,7.12084002212159,298.741830882991
20041,Q2,6.99112774458121,232.654988918593
20045,Q3,7.32380139062526,203.976593698165
20051,Q1,4.7982269916401,196.879067205047
20053,Q1,5.60283613229033,266.251354886608
20055,Q3,4.41501026455473,194.295322122226
20057,Q4,4.59619845073991,235.615159607191
20059,Q1,7.17705162781271,249.887596287424
20061,Q4,7.0387345694686,221.120119026839
20079,Q1,7.10484258356266,225.018841810442
20087,Q1,7.18946660527109,212.407598938694
20091,Q1,7.94425322219526,206.198707810462
20099,Q3,7.17255125449339,232.512117094195
20103,Q1,7.35167395306195,254.167867400587
20109,Q1,4.05855964021449,247.835951743516
20111,Q4,7.41037174219383,229.046906614132
20113,Q1,6.40948488248942,205.576788895393
20121,Q1,7.30623809032953,225.90420075189
20123,Q1,5.83834768634612,185.989124276687
20125,Q3,7.66287247880904,280.074241311766
20127,Q1,7.18844033523473,186.748829958319
20129,Q1,3.69674296077575,222.105914669912
